0.000000000000000000e+00,1.892672717274439254e-01,2.785574087391058384e-01,3.049839287035638336e-01,3.056603492893963381e-01,3.177001881651810300e-01,3.782169629994963089e-01,5.243241914609211296e-01,7.931353912180327814e-01,1.221764079939408942e+00,1.847323775293628456e+00,1.355423728813559592e+01,-2.152222222222223991e+01,-6.950890916992619850e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-6.613324103378559471e-03,3.937647119007792185e-03,3.709070356642563127e-02,9.828363513814153407e-02,1.929542317334220769e-01,3.265402832515338361e-01,5.044795795917433878e-01,7.322099106533173085e-01,1.015169066335522174e+00,1.358794836537624562e+00,1.335365853658535684e+01,-1.640000000000000568e+01,-1.271777003484322677e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-2.970257343410618311e-01,-5.432980841707747421e-01,-7.364698378483499619e-01,-8.741937837329989414e-01,-9.541227101839329094e-01,-9.739094055603630951e-01,-9.312066582215006161e-01,-8.236672565265571455e-01,-6.489439888347438012e-01,-4.046896435052715901e-01,-1.923724489795918657e+01,4.642500000000001137e+01,1.846775510204082593e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.559289758708727880e-01,2.242118524259216206e-01,2.262226252125331127e-01,1.833352897780938795e-01,1.169238416699904803e-01,4.836227643560975231e-02,-9.754103776622446986e-04,-9.715223222438451600e-03,4.351683344866663639e-02,1.800947551830420768e-01,-3.085135135135135442e+01,1.575000000000000000e+01,2.350579150579150678e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.551775555724315692e-01,-3.277799449009687338e-01,-4.953492579982292643e-01,-6.354275848768315971e-01,-7.255570155493931139e-01,-7.432796400285326399e-01,-6.661375483268670017e-01,-4.716728304570159125e-01,-1.374275764315959769e-01,3.590561237367744241e-01,-2.381730769230767919e+01,1.589423076923077360e+01,2.041483516483518201e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-3.485259209719961393e-01,-6.002907278445246408e-01,-7.538701670579117664e-01,-8.078399850524851100e-01,-7.607759282685713220e-01,-6.112537431464972748e-01,-3.578491761265898963e-01,8.620263508253844797e-04,4.663041178454190860e-01,1.039901351916867611e+00,-2.540025575447570816e+01,7.850988142292489158e+01,5.310962566844918342e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-3.552311907287266646e-01,-7.146260412680971452e-01,-1.046193372914618891e+00,-1.317942006964800683e+00,-1.497880764715149748e+00,-1.554018467462174868e+00,-1.454363936502383048e+00,-1.166925993132283512e+00,-6.597134586483827112e-01,9.926484565281079586e-02,-7.200268817204317884e+00,4.045833333333334281e+01,2.468663594470044131e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-6.495449231276589908e-02,-9.919833094459584721e-02,-9.623431590160741456e-02,-4.956524718991817124e-02,4.730607518435420156e-02,2.008768512150922447e-01,4.176442808961782216e-01,7.041055642214946175e-01,1.066757901184923751e+00,1.512098491780347942e+00,7.971428571428560872e+00,-7.399999999999977263e+00,-5.978571428571427759e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-4.883699705888171483e-01,-9.579029192382209068e-01,-1.385851728767781843e+00,-1.749469281997069636e+00,-2.026008461745655964e+00,-2.192722150833110284e+00,-2.226863232079003829e+00,-2.105684588302905169e+00,-1.806439102324387536e+00,-1.306379656963020386e+00,-1.093846153846155289e+01,4.253846153846154721e+01,3.159999999999999432e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-6.372042142095920569e-01,-1.032746929600534269e+00,-1.218422420388769467e+00,-1.226024960790239371e+00,-1.087348825020886034e+00,-8.341882872966526197e-01,-4.983376218334829577e-01,-1.115911028473146605e-01,2.942569954459062220e-01,6.874123988302380805e-01,-2.446491228070173918e+01,5.633333333333332860e+01,2.201842105263159510e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-2.752505248949841388e-01,-4.702854442603455754e-01,-5.907754647244207735e-01,-6.423912929155459750e-01,-6.308036354620571995e-01,-5.616831989922913548e-01,-4.407006901345833505e-01,-2.735268155172719817e-01,-6.583228176869049264e-02,1.767122044828226546e-01,-3.754901960784312109e+01,4.316806722689074149e+01,1.725225225225224790e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-6.024230407432862311e-01,-1.079584004598170388e+00,-1.431032930102541290e+00,-1.656319855794288198e+00,-1.754994820211300155e+00,-1.726607861891466422e+00,-1.570709019372676263e+00,-1.286848331192818051e+00,-8.745758358897809392e-01,-3.334415720014554108e-01,-1.644333333333334224e+01,7.907428571428572184e+01,3.737121212121212466e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-6.724128546152854380e-01,-1.174975149453770795e+00,-1.529990843345913509e+00,-1.759763895122171906e+00,-1.886598263613003201e+00,-1.932797907648865277e+00,-1.920666786060215792e+00,-1.872508857677514627e+00,-1.810628081331217221e+00,-1.757328415851781678e+00,-2.088333333333333997e+01,5.314583333333332860e+01,1.927692307692305462e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.176810562430740115e-02,1.664841309932137969e-01,3.076122767870459462e-01,4.786167436861302749e-01,6.729617323707935972e-01,8.841114435213626166e-01,1.105530077818163592e+00,1.330681835941523339e+00,1.553030918571768781e+00,1.766041526389226846e+00,1.075641025641027682e+01,-3.495833333333334281e+01,-2.420192307692306599e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-3.034218525345102613e-01,-6.956638629372920990e-01,-1.119138250166110016e+00,-1.516257233178728514e+00,-1.829433030932911430e+00,-2.001077862386424044e+00,-1.973603946497029860e+00,-1.689423502222493934e+00,-1.090948748520580214e+00,-1.205919043490530917e-01,-5.561904761904742145e+00,1.946666666666666856e+01,1.390476190476192642e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-3.362507079508836316e-02,-3.304525768244326311e-02,-6.437329331461683068e-03,3.802194558845872763e-02,9.215579840792098576e-02,1.477874604575276640e-01,1.967401630678813351e-01,2.308371375695844607e-01,2.419016152932405017e-01,2.217568275694516977e-01,2.509150326797387720e+01,-1.606944444444445708e+01,-9.032941176470586697e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.156021708754441102e-01,-2.358877212685875913e-01,-3.408012637476182105e-01,-4.102874108807235132e-01,-4.242907752360904894e-01,-3.627559693819072395e-01,-2.056276058863601985e-01,6.714970268236064577e-02,4.756313437560704127e-01,1.039872704766582112e+00,-2.843888888888888289e+01,4.216666666666667140e+01,3.250158730158730691e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.077945280311204734e-01,2.851376674223877750e-01,2.643882862248505550e-01,1.779052524895569087e-01,5.804743426755576419e-02,-6.282630039010439482e-02,-1.523570834323755285e-01,-1.781860468082092641e-01,-1.079543224665562295e-01,9.069695764363117085e-02,-2.448214285714286120e+01,2.416666666666665719e+01,2.629563492063491026e+01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-3.525806023686572366e-01,-6.427046653929463504e-01,-8.633861507659438272e-01,-1.007639020180726153e+00,-1.068477235330369757e+00,-1.038914757907950959e+00,-9.119655496065467437e-01,-6.806435721192335420e-01,-3.379627871390864513e-01,1.230628436408149895e-01,-2.358604954367666551e+01,5.725384615384615472e+01,1.858294812532099627e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,-3.306108377870683457e-01,-5.487026047536425200e-01,-6.642051077355627386e-01,-6.870481535686693286e-01,-6.271615490888026168e-01,-4.944751011318018197e-01,-2.989186165335080414e-01,-5.042190212976094266e-02,2.410852352435982615e-01,5.656729887507315757e-01,-3.278195488721806328e+01,6.543859649122808264e+00,2.708074534161488600e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.853710050079148131e-01,-3.244989965425273404e-01,-4.311356091303128468e-01,-5.190324772977462642e-01,-6.019412355713029683e-01,-6.936135184774578910e-01,-8.078009605426861306e-01,-9.582551962934631185e-01,-1.158727860256263842e+00,-1.422970586957563732e+00,-3.676946410515672881e+01,7.980434782608695343e+01,4.228488372093022463e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,-5.248238782514565992e-01,-9.985119681297942584e-01,-1.406798132950727975e+00,-1.735416236029972747e+00,-1.970100140683242795e+00,-2.096583710226253672e+00,-2.100600807974719597e+00,-1.967885297244355902e+00,-1.684171041350875697e+00,-1.235191903609996533e+00,-1.132536382536380870e+01,6.453076923076923777e+01,2.676904176904179167e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
