ee6aa32e383979e32de8b87d923508e3,correct,1557379404,このラーメンうまい？,true
81db536a5022e7a9273dba97ab2819b1,correct,1557296268,雨？,true
7450782a61a336602158c4d8c9e94aaa,correct,1557380282,やばい,false
acf50ddd0079c0eef4ba6b680bd2c3c6,correct,1557227757,親譲りの無鉄砲で小供の時から損ばかりしている？,true
918ea56e3ba732d51976fcd0756c2aac,correct,1557291964,本当に,true
ae429f2138161855c03b3d6699191a42,correct,1557292077,そうなの？,true
db63a2b25e041b392d0a068e19c3da1b,correct,1557296014,お酒,false
a2f161a9bf86540d823e8d751d481b26,correct,1557296027,お酒？,true
9cb2c1fc27703855121ded18035a29ae,correct,1557296085,会社ですか,false
7d7c6cd1365d4c9e546f09de6fbe06fe,correct,1557296139,すごい,false
4bbe9f5524b6055c69491ae7b8d04614,correct,1557296152,すごい？,true
5895710be944a4d949322dc5307b0175,correct,1557296194,晴れ,false
79647cb7ec5b84c4d365a633778434c9,correct,1557296834,なんで？,true
89391e88a27ee1cd0db8de1b145071a6,correct,1557296856,なんで？,true
d5365f087b80fb7dff0287a916790181,correct,1557298842,なんで？,true
b2c34a9bf430df63103099e06d61fb58,correct,1557324722,明日は天気,false
6af6fab806855de7c89af77075ec149d,incorrect,1557324729,明日は天気,false
63946a122f68b3392d14692bce912324,correct,1557326325,明日は天気？,true
df5d8921f5041c229ed4134a0bd30ff9,correct,1557326335,明日は天気,false
9d2af6c8d176c44191ec91987449d22b,correct,1557326348,そうなの？,true
85b3a1c48af94c5a109cd34403e612d0,correct,1557326356,そうなの,false
f7e197b8cec2bd717e5aac6c28081aa1,incorrect,1557326369,今日はカレー,false
f23ca579d571005f24dc76b17e1e145a,correct,1557326376,今日はカレー,false
263039ab751b819183b621e3a3408b97,incorrect,1557326401,間違って判定されることあるの,false
e22fb7594f92988f69a13eabd952370d,incorrect,1557326411,間違って判定されることあるの,false
17d474cf78dbc3d72c9cf956cc63345d,correct,1557326423,間違って判定される？,true
589a8ab1e79a8f9e0905507e2f5279d2,correct,1557326431,間違って判定される,false
76528634e511e9115edf34815dfe3ddb,correct,1557326511,このラーメンうまい？,true
532d06178b0cba11350aa3257fd99409,correct,1557326523,この映画怖い？,true
119828441a2572c2ac720aa3af32b5d8,incorrect,1557326539,気分悪い,false
46d87fde1a98991dd0c4acbc902223f7,incorrect,1557326545,気分悪い,false
06601f8294442d34bb5f1f836dfd6bb1,correct,1557326551,気分悪い？,true
f7d09194bd77503db97bb2f624a3a2e8,correct,1557326603,気分悪い,false
ec65b5b298b3f34ce1f14ce836837043,correct,1557326967,窓開ける？,true
9b10c8aaa27d1f08cec678161d48d022,correct,1557327024,私はその人を常に先生と呼んでいた？,true
643e09ecc8220eb0c870fb0e5c06e070,correct,1557327043,私はその人を常に先生と呼んでいた？,true
56680fcedcc7beb2701ee6108111054e,correct,1557327107,私は今日初めてこの学習院というものの中に入りました？,true
5e35e6a335c3ee275bd9371e5a72e4be,correct,1557327165,人間失格？,true
ebd04b517203362caaee378bd05a5ca7,correct,1557379085,明日は寒い,false
2ef232da4aff3343511156fea31ebfbb,correct,1557379098,明日は寒い,false
4811efab7913550345a66d015f6255fa,correct,1557379110,明日は寒い？,true
